code,name_fr,etb_code,institution_fr,min1,min1_status,min2,min2_status,min3,min3_status,page
A08TCL01,GENIE DES PROCEDES,U13,UNIV. MASCARA,10.87,value,,not_applicable,,not_applicable,43
A16TCL01,ELECTROTECHNIQUE,U13,UNIV. MASCARA,,NC,,not_applicable,,not_applicable,43
A19TCL01,GENIE MECANIQUE,U13,UNIV. MASCARA,10.96,value,,not_applicable,,not_applicable,43
B00LAL03,SCIENCES DE LA MATIERE,U13,UNIV. MASCARA,10.37,value,,not_applicable,,not_applicable,43
C01LAL01,INFORMATIQUE,U13,UNIV. MASCARA,12.71,value,13.24,value,,not_applicable,43
C01TCL03,INFORMATIQUE,U13,UNIV. MASCARA,13.16,value,13.7,value,,not_applicable,43
C02LAL01,MATHEMATIQUES,U13,UNIV. MASCARA,11.08,value,11.2,value,,not_applicable,43
D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,U13,UNIV. MASCARA,10.63,value,11.87,value,,not_applicable,43
D03TCL01,SCIENCES AGRONOMIQUES,U13,UNIV. MASCARA,,NC,,NC,,not_applicable,43
E03LAL01,GEOLOGIE,U13,UNIV. MASCARA,,NC,,NC,,not_applicable,43
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",U13,UNIV. MASCARA,10.0,value,11.1,value,12.43,value,43
F04LAL01,TRADING ET LES MARCHES FINANCIERS,U13,UNIV. MASCARA,,NC,,not_applicable,,not_applicable,44
G01LAL02,SCIENCES POLITIQUES,U13,UNIV. MASCARA,,NC,,NC,,NC,44
G02LAL01,DROIT,U13,UNIV. MASCARA,10.0,value,10.31,value,11.15,value,44
H01LAL01,LANGUE FRANCAISE,U13,UNIV. MASCARA,,NC,,NC,,NC,44
H03IAL15,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",U13,UNIV. MASCARA,,NC,,NC,,not_applicable,44
H06LAL01,LANGUE ANGLAISE,U13,UNIV. MASCARA,11.92,value,12.79,value,13.6,value,44
I17LAL01,SCIENCES HUMAINES,U13,UNIV. MASCARA,,NC,,NC,,not_applicable,44
I19LAL01,SCIENCES SOCIALES,U13,UNIV. MASCARA,10.0,value,10.08,value,,not_applicable,44
K00LAL01,ARTS,U13,UNIV. MASCARA,,NC,,NC,,not_applicable,44
L00LAL01,LANGUE ET LITTERATURE ARABES,U13,UNIV. MASCARA,10.19,value,10.93,value,,not_applicable,44
N05IAL01,ARCHITECTURE,U13,UNIV. MASCARA,13.76,value,,not_applicable,,not_applicable,44
P04VAL01,SCIENCES VETERINAIRES,U13,UNIV. MASCARA,12.26,value,12.92,value,,not_applicable,44
A00LAL03,SCIENCES ET TECHNOLOGIES,E17,UNIV. OUARGLA,10.0,value,,not_applicable,,not_applicable,44
A00TCL01,SCIENCES ET TECHNOLOGIES,E17,UNIV. OUARGLA,11.52,value,,not_applicable,,not_applicable,44
A03FPN02,HYDROCARBURES (FORAGE) (FORMATIONS PROFESSIONNALISANTES),E17,UNIV. OUARGLA,14.67,value,,not_applicable,,not_applicable,44
A03FPN03,HYDROCARBURES (MECANIQUE DES CHANTIERS PETROLIERS) (FORMATIONS PROFESSIONNALISANTES),E17,UNIV. OUARGLA,14.42,value,,not_applicable,,not_applicable,44
A03LAN02,HYDROCARBURES,E17,UNIV. OUARGLA,14.81,value,,not_applicable,,not_applicable,44
A05TCL01,GENIE CIVIL,E17,UNIV. OUARGLA,,NC,,not_applicable,,not_applicable,44
A08TCL01,GENIE DES PROCEDES,E17,UNIV. OUARGLA,10.39,value,,not_applicable,,not_applicable,44
A09FPN02,ENERGIES RENOUVELABLES (FORMATIONS PROFESSIONNALISANTES),E17,UNIV. OUARGLA,12.56,value,,not_applicable,,not_applicable,44
A16TCL01,ELECTROTECHNIQUE,E17,UNIV. OUARGLA,,NC,,not_applicable,,not_applicable,44
A19TCL01,GENIE MECANIQUE,E17,UNIV. OUARGLA,,NC,,not_applicable,,not_applicable,44
B00LAL02,SCIENCES DE LA MATIERE,E17,UNIV. OUARGLA,10.08,value,,not_applicable,,not_applicable,45
C01LAL02,INFORMATIQUE,E17,UNIV. OUARGLA,11.67,value,12.1,value,,not_applicable,45
C01TCL01,INFORMATIQUE,E17,UNIV. OUARGLA,12.44,value,13.01,value,,not_applicable,45
C02LAL02,MATHEMATIQUES,E17,UNIV. OUARGLA,,NC,,NC,,not_applicable,45
CC1LAN01,MATHEMATIQUES APPLIQUEES EN INTELLIGENCE ARTIFICIELLE ET SCIENCES DES DONNEES,E17,UNIV. OUARGLA,14.16,value,14.74,value,,not_applicable,45
CI1LPN02,MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES HUMAINES ET SOCIALES,E17,UNIV. OUARGLA,,NC,,NC,,not_applicable,45
D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,E17,UNIV. OUARGLA,10.88,value,,none_assigned,,not_applicable,45
D03TCL01,SCIENCES AGRONOMIQUES,E17,UNIV. OUARGLA,,NC,,NC,,not_applicable,45
D05FPN01,HYDROBIOLOGIE MARINE ET CONTINENTALE (FORMATIONS PROFESSIONNALISANTES),E17,UNIV. OUARGLA,,NC,,not_applicable,,not_applicable,45
E01FPN02,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE (FORMATIONS PROFESSIONNALISANTES),E17,UNIV. OUARGLA,,NC,,NC,,not_applicable,45
E02FPN01,GEOPHYSIQUE (FORMATIONS PROFESSIONNALISANTES),E17,UNIV. OUARGLA,10.83,value,11.89,value,,not_applicable,45
E03LAL03,GEOLOGIE,E17,UNIV. OUARGLA,,NC,,NC,,not_applicable,45
F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",E17,UNIV. OUARGLA,10.39,value,11.54,value,,none_assigned,45
F01FPN02,SCIENCES DE GESTION,E17,UNIV. OUARGLA,11.75,value,13.45,value,,none_assigned,45
F02FPN01,SCIENCES FINANCIERES ET COMPTABILITE,E17,UNIV. OUARGLA,12.5,value,13.16,value,,none_assigned,45
G01LAL03,SCIENCES POLITIQUES,E17,UNIV. OUARGLA,,NC,,NC,,NC,45
G02LAL03,DROIT,E17,UNIV. OUARGLA,10.0,value,10.66,value,11.44,value,45
H01LAL03,LANGUE FRANCAISE,E17,UNIV. OUARGLA,11.17,value,11.96,value,12.74,value,45
H03IAL26,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",E17,UNIV. OUARGLA,,NC,,NC,,not_applicable,45
H06LAL03,LANGUE ANGLAISE,E17,UNIV. OUARGLA,11.11,value,11.89,value,12.67,value,45
I03FPN01,SCIENCES DE L INFORMATION ET DE LA COMMUNICATION (FORMATIONS PROFESSIONNALISANTES),E17,UNIV. OUARGLA,,NC,,NC,,not_applicable,46
I04LAL01,HISTOIRE ET BIG DATA,E17,UNIV. OUARGLA,,NC,,not_applicable,,not_applicable,46
I10LAL01,SOCIOLOGIE DE LOISIR ET DU VOYAGE,E17,UNIV. OUARGLA,,NC,,not_applicable,,not_applicable,46
I17LAL03,SCIENCES HUMAINES,E17,UNIV. OUARGLA,,NC,,NC,,not_applicable,46
I19LAL03,SCIENCES SOCIALES,E17,UNIV. OUARGLA,10.01,value,10.75,value,,not_applicable,46
I20LAL01,SCIENCES ISLAMIQUES,E17,UNIV. OUARGLA,10.87,value,11.69,value,,not_applicable,46
J00LAL02,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,E17,UNIV. OUARGLA,10.22,value,,not_applicable,,not_applicable,46
K00LAL01,ARTS,E17,UNIV. OUARGLA,,NC,,NC,,not_applicable,46
PC0LAN03,MEDECINE + INFORMATIQUE,E17,UNIV. OUARGLA,16.66,value,17.37,value,,not_applicable,46
PF0LAN02,MEDECINE + SCIENCES ECONOMIQUES,E17,UNIV. OUARGLA,16.67,value,,none_assigned,,not_applicable,46
A11TPN02,OPTIQUE ET MECANIQUE DE PRECISION (FORMATIONS PROFESSIONNALISANTES),E49,UNIV. OUARGLA – I.S.T.A.,11.72,value,12.28,value,,not_applicable,46
A21TPN01,HYGIENE ET SECURITE INDUSTRIELLE (FORMATIONS PROFESSIONNALISANTES),E49,UNIV. OUARGLA – I.S.T.A.,13.1,value,13.6,value,,not_applicable,46
A00CAN08,FB ST ECOLE NATIONALE POLYTECHNIQUE D ORAN,P27,ECOLE NATIONALE POLYTECHNIQUE D ORAN,16.79,value,,not_applicable,,not_applicable,46
A00TUT02,COMMUNICATIONS FILAIRES ET SANS FIL,D03,ECOLE NATIONALE SUPERIEURE DES TELECOMMUNICATIONS ET DES TECHNOLOGIE DE TIC,16.69,value,17.57,value,,not_applicable,46
F00CAN04,FB SECSG ECOLE SUPERIEURE DE D ECONOMIE D ORAN,P25,ECOLE SUPERIEURE D ECONOMIE D ORAN,14.63,value,,not_applicable,,not_applicable,46
D00CAN08,FB SNV ECOLE SUPERIEURE DES SCIENCES BIOLOGIQUES D ORAN,P81,ECOLE SUPERIEURE DES SCIENCES BIOLOGIQUES D ORAN,15.05,value,15.88,value,,not_applicable,46
A00CAN03,FB ST ECOLE SUPERIEURE EN GENIE ELECTRIQUE ET ENERGETIQUE D ORAN,P14,ECOLE SUPERIEURE EN GENIE ELECTRIQUE ET ENERGETIQUE D ORAN,16.15,value,,not_applicable,,not_applicable,46
A00LAL05,SCIENCES ET TECHNOLOGIES,U02,U.S.T.O. (ORAN),10.0,value,,not_applicable,,not_applicable,46
A00TCL03,SCIENCES ET TECHNOLOGIES,U02,U.S.T.O. (ORAN),11.97,value,,not_applicable,,not_applicable,47
A02LAN01,AUTOMATIQUE (SYSTEME AUTOMOBILE),U02,U.S.T.O. (ORAN),14.02,value,,not_applicable,,not_applicable,47
A04LAL02,METALLURGIE,U02,U.S.T.O. (ORAN),13.19,value,,not_applicable,,not_applicable,47
A05TCL01,GENIE CIVIL,U02,U.S.T.O. (ORAN),11.28,value,,not_applicable,,not_applicable,47
A06IAN01,AERONAUTIQUE,U02,U.S.T.O. (ORAN),15.45,value,,not_applicable,,not_applicable,47
A08TCL02,GENIE DES PROCEDES,U02,U.S.T.O. (ORAN),,NC,,not_applicable,,not_applicable,47
A09IAN01,ELECTROTECHNIQUE,U02,U.S.T.O. (ORAN),14.3,value,,not_applicable,,not_applicable,47
A10LAN01,GENIE MARITIME,U02,U.S.T.O. (ORAN),14.09,value,,not_applicable,,not_applicable,47
A12LAL03,HYDRAULIQUE,U02,U.S.T.O. (ORAN),11.5,value,,not_applicable,,not_applicable,47
A16TCL01,ELECTROTECHNIQUE,U02,U.S.T.O. (ORAN),10.14,value,,not_applicable,,not_applicable,47
A19TCL01,GENIE MECANIQUE,U02,U.S.T.O. (ORAN),12.83,value,,not_applicable,,not_applicable,47
B00LAL01,SCIENCES DE LA MATIERE,U02,U.S.T.O. (ORAN),,NC,,not_applicable,,not_applicable,47
C01LAL01,INFORMATIQUE,U02,U.S.T.O. (ORAN),12.71,value,13.32,value,,not_applicable,47
C01TCL03,INFORMATIQUE,U02,U.S.T.O. (ORAN),14.59,value,15.32,value,,not_applicable,47
C02LAL01,MATHEMATIQUES,U02,U.S.T.O. (ORAN),,NC,,NC,,not_applicable,47
D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,U02,U.S.T.O. (ORAN),11.57,value,12.63,value,,not_applicable,47
J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,U02,U.S.T.O. (ORAN),12.65,value,,not_applicable,,not_applicable,47
N04LAL01,URBANISME,U02,U.S.T.O. (ORAN),12.62,value,,not_applicable,,not_applicable,47
N05IAL01,ARCHITECTURE,U02,U.S.T.O. (ORAN),13.82,value,,not_applicable,,not_applicable,47
A00LAL02,SCIENCES ET TECHNOLOGIES,U30,UNIV. ORAN 1,10.0,value,,not_applicable,,not_applicable,47
A08TCL01,GENIE DES PROCEDES,U30,UNIV. ORAN 1,,NC,,not_applicable,,not_applicable,47
B00LAL02,SCIENCES DE LA MATIERE,U30,UNIV. ORAN 1,,NC,,not_applicable,,not_applicable,47
C01LAL02,INFORMATIQUE,U30,UNIV. ORAN 1,11.07,value,11.62,value,,not_applicable,47
C01TCL02,INFORMATIQUE,U30,UNIV. ORAN 1,12.85,value,13.45,value,,not_applicable,47
C02LAL02,MATHEMATIQUES,U30,UNIV. ORAN 1,,NC,,NC,,not_applicable,48
D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,U30,UNIV. ORAN 1,,NC,,NC,,not_applicable,48
D03FPN02,SCIENCES AGRONOMIQUES (FORMATIONS PROFESSIONNALISANTES),U30,UNIV. ORAN 1,11.27,value,,not_applicable,,not_applicable,48
D03TCL01,SCIENCES AGRONOMIQUES,U30,UNIV. ORAN 1,,NC,,NC,,not_applicable,48
G02LAN01,DROIT,U30,UNIV. ORAN 1,,NC,,NC,,NC,48
H03IAL02,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",U30,UNIV. ORAN 1,,NC,,NC,,not_applicable,48
H03IAN08,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ESPAGNOLE)",U30,UNIV. ORAN 1,,NC,,NC,,not_applicable,48
H08LAL01,LANGUE TURQUE,U30,UNIV. ORAN 1,10.87,value,11.64,value,,not_applicable,48
I17LAL01,SCIENCES HUMAINES,U30,UNIV. ORAN 1,,NC,,NC,,not_applicable,48
I20LAL02,SCIENCES ISLAMIQUES,U30,UNIV. ORAN 1,11.53,value,12.34,value,,not_applicable,48
K00LAN01,ARTS,U30,UNIV. ORAN 1,,NC,,NC,,not_applicable,48
L00LAL01,LANGUE ET LITTERATURE ARABES,U30,UNIV. ORAN 1,,NC,,NC,,not_applicable,48
A11TPN01,OPTIQUE ET MECANIQUE DE PRECISION (FORMATIONS PROFESSIONNALISANTES),U49,UNIV. ORAN 1 I.S.T.A,15.58,value,16.72,value,,not_applicable,48
A11TPN04,OPTIQUE ET MECANIQUE DE PRECISION (FORMATIONS PROFESSIONNALISANTES),U49,UNIV. ORAN 1 I.S.T.A,14.09,value,14.73,value,,not_applicable,48
B02TPN02,PHYSIQUE (FORMATIONS PROFESSIONNALISANTES),U49,UNIV. ORAN 1 I.S.T.A,13.72,value,,not_applicable,,not_applicable,48
CF0LAN02,INFORMATIQUE + SCIENCES DE GESTION,U49,UNIV. ORAN 1 I.S.T.A,14.86,value,15.63,value,,not_applicable,48
F00TPN03,SCIENCES DE GESTION SCIENCES FINANCIERES ET COMPTABILITE (FORMATIONS PROFESSIONNALISANTES),U49,UNIV. ORAN 1 I.S.T.A,14.81,value,15.54,value,,none_assigned,48
A07IAN01,ELECTROMECANIQUE,U31,UNIV. ORAN 2,14.32,value,,not_applicable,,not_applicable,48
A18IAN01,GENIE INDUSTRIELLE,U31,UNIV. ORAN 2,13.96,value,,not_applicable,,not_applicable,48
A21IAN01,HYGIENE ET SECURITE INDUSTRIELLE,U31,UNIV. ORAN 2,14.29,value,,not_applicable,,not_applicable,48
E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,U31,UNIV. ORAN 2,,NC,,NC,,not_applicable,49
E03LAL01,GEOLOGIE,U31,UNIV. ORAN 2,,NC,,NC,,not_applicable,49
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",U31,UNIV. ORAN 2,10.4,value,11.54,value,12.73,value,49
G01LAL01,SCIENCES POLITIQUES,U31,UNIV. ORAN 2,10.0,value,10.66,value,11.6,value,49
G02LAL03,DROIT,U31,UNIV. ORAN 2,10.0,value,10.66,value,11.46,value,49
H01LAL02,LANGUE FRANCAISE,U31,UNIV. ORAN 2,11.87,value,13.21,value,13.58,value,49
H05LAL01,LANGUE RUSSE,U31,UNIV. ORAN 2,11.1,value,11.91,value,,not_applicable,49
H06LAL01,LANGUE ANGLAISE,U31,UNIV. ORAN 2,12.57,value,13.46,value,14.37,value,49
H07LAL01,LANGUE ITALIENNE,U31,UNIV. ORAN 2,12.0,value,13.96,value,13.88,value,49
HG0LAN01,LANGUE ANGLAISE + SCIENCES POLITIQUES,U31,UNIV. ORAN 2,13.47,value,14.15,value,,not_applicable,49
I19LAL03,SCIENCES SOCIALES,U31,UNIV. ORAN 2,,NC,,NC,,not_applicable,49
A18TPN04,GENIE INDUSTRIEL (FORMATIONS PROFESSIONNALISANTES),W90,USTO ORAN I.S.T.A,13.91,value,14.65,value,,not_applicable,49
A00LAL02,SCIENCES ET TECHNOLOGIES,U26,C. UNIV. EL BAYADH,,NC,,not_applicable,,not_applicable,49
A05TCL01,GENIE CIVIL,U26,C. UNIV. EL BAYADH,,NC,,not_applicable,,not_applicable,49
A16TCL01,ELECTROTECHNIQUE,U26,C. UNIV. EL BAYADH,,NC,,not_applicable,,not_applicable,49
B00LAL03,SCIENCES DE LA MATIERE,U26,C. UNIV. EL BAYADH,,NC,,not_applicable,,not_applicable,49
C01LAL01,INFORMATIQUE,U26,C. UNIV. EL BAYADH,10.98,value,11.49,value,,not_applicable,49
C02LAL01,MATHEMATIQUES,U26,C. UNIV. EL BAYADH,,NC,,NC,,not_applicable,49
D00LAL04,SCIENCES DE LA NATURE ET DE LA VIE,U26,C. UNIV. EL BAYADH,,NC,,NC,,not_applicable,49
D03TCL01,SCIENCES AGRONOMIQUES,U26,C. UNIV. EL BAYADH,,NC,,NC,,not_applicable,49
F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",U26,C. UNIV. EL BAYADH,,NC,,NC,,NC,49
F01LPL01,MANAGEMENT DES SYSTEMES D INFORMATIONS DE SANTE,U26,C. UNIV. EL BAYADH,10.17,value,,not_applicable,,not_applicable,49
F03LPL01,COMMUNICATION MARKETING ET GESTION DE LA RELATION CLIENT,U26,C. UNIV. EL BAYADH,,NC,,not_applicable,,not_applicable,50
F03LPL02,MANAGEMENT ELECTRONIQUE DES AFFAIRES,U26,C. UNIV. EL BAYADH,,NC,,not_applicable,,not_applicable,50
F04LAL01,TRADING ET LES MARCHES FINANCIERS,U26,C. UNIV. EL BAYADH,,NC,,not_applicable,,not_applicable,50
G02LAL02,DROIT,U26,C. UNIV. EL BAYADH,,NC,,NC,,NC,50
GH0LAN01,SCIENCES POLITIQUES + LANGUE ANGLAISE,U26,C. UNIV. EL BAYADH,,NC,,NC,,not_applicable,50
H01LAL01,LANGUE FRANCAISE,U26,C. UNIV. EL BAYADH,11.08,value,11.13,value,11.35,value,50
H06LAL01,LANGUE ANGLAISE,U26,C. UNIV. EL BAYADH,11.27,value,11.91,value,12.89,value,50
I03LAL01,INFORMATION ET COMMUNICATION DE LA SANTE,U26,C. UNIV. EL BAYADH,,NC,,not_applicable,,not_applicable,50
I10LAL01,SOCIOLOGIE DE LOISIR ET DU VOYAGE,U26,C. UNIV. EL BAYADH,,NC,,not_applicable,,not_applicable,50
I17LAL02,SCIENCES HUMAINES,U26,C. UNIV. EL BAYADH,,NC,,NC,,not_applicable,50
I19LAL03,SCIENCES SOCIALES,U26,C. UNIV. EL BAYADH,,NC,,NC,,not_applicable,50
J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,U26,C. UNIV. EL BAYADH,12.44,value,,not_applicable,,not_applicable,50
L00LAL03,LANGUE ET LITTERATURE ARABES,U26,C. UNIV. EL BAYADH,,NC,,NC,,not_applicable,50
C01LAL01,INFORMATIQUE,C41,C. UNIV ILLIZI,,NC,,NC,,not_applicable,50
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",C41,C. UNIV ILLIZI,,NC,,NC,,NC,50
G02LAL03,DROIT,C41,C. UNIV ILLIZI,,NC,,NC,,NC,50
H06LAL02,LANGUE ANGLAISE,C41,C. UNIV ILLIZI,,NC,,NC,,NC,50
I19LAL03,SCIENCES SOCIALES,C41,C. UNIV ILLIZI,,NC,,NC,,not_applicable,50
A00LAL04,SCIENCES ET TECHNOLOGIES,E23,UNIV BORDJ BOU ARRERIDJ,,NC,,not_applicable,,not_applicable,50
A05TCL01,GENIE CIVIL,E23,UNIV BORDJ BOU ARRERIDJ,10.97,value,,not_applicable,,not_applicable,50
A07LAN01,ELECTROMECANIQUE (ELECTROMECANIQUE D AUTOMOBILE),E23,UNIV BORDJ BOU ARRERIDJ,13.71,value,,not_applicable,,not_applicable,50
A08TCL01,GENIE DES PROCEDES,E23,UNIV BORDJ BOU ARRERIDJ,,NC,,not_applicable,,not_applicable,50
A16TCL01,ELECTROTECHNIQUE,E23,UNIV BORDJ BOU ARRERIDJ,,NC,,not_applicable,,not_applicable,51
A17IAN01,ELECTRONIQUE,E23,UNIV BORDJ BOU ARRERIDJ,13.5,value,,not_applicable,,not_applicable,51
A17LAN02,ELECTRONIQUE (SYSTEME ELECTRONIQUE AUTOMOBILE),E23,UNIV BORDJ BOU ARRERIDJ,13.41,value,,not_applicable,,not_applicable,51
A19TCL01,GENIE MECANIQUE,E23,UNIV BORDJ BOU ARRERIDJ,,NC,,not_applicable,,not_applicable,51
B00LAL02,SCIENCES DE LA MATIERE,E23,UNIV BORDJ BOU ARRERIDJ,,NC,,not_applicable,,not_applicable,51
C01LAL03,INFORMATIQUE,E23,UNIV BORDJ BOU ARRERIDJ,11.55,value,11.8,value,,not_applicable,51
C01TCL01,INFORMATIQUE,E23,UNIV BORDJ BOU ARRERIDJ,,NC,,NC,,not_applicable,51
C02LAL03,MATHEMATIQUES,E23,UNIV BORDJ BOU ARRERIDJ,,NC,,NC,,not_applicable,51
D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,E23,UNIV BORDJ BOU ARRERIDJ,11.33,value,13.02,value,,not_applicable,51
D03TCL01,SCIENCES AGRONOMIQUES,E23,UNIV BORDJ BOU ARRERIDJ,,NC,,NC,,not_applicable,51
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",E23,UNIV BORDJ BOU ARRERIDJ,10.0,value,11.05,value,12.46,value,51
G02LAL02,DROIT,E23,UNIV BORDJ BOU ARRERIDJ,,NC,,NC,,NC,51
H01LAL02,LANGUE FRANCAISE,E23,UNIV BORDJ BOU ARRERIDJ,,NC,,NC,,NC,51
H06LAL03,LANGUE ANGLAISE,E23,UNIV BORDJ BOU ARRERIDJ,11.88,value,12.68,value,13.55,value,51
I17LAL02,SCIENCES HUMAINES,E23,UNIV BORDJ BOU ARRERIDJ,,NC,,NC,,not_applicable,51
I19LAL02,SCIENCES SOCIALES,E23,UNIV BORDJ BOU ARRERIDJ,,NC,,NC,,not_applicable,51
I20LAL02,SCIENCES ISLAMIQUES,E23,UNIV BORDJ BOU ARRERIDJ,10.89,value,11.66,value,,not_applicable,51
L00LAL02,LANGUE ET LITTERATURE ARABES,E23,UNIV BORDJ BOU ARRERIDJ,,NC,,NC,,not_applicable,51
A00LAL04,SCIENCES ET TECHNOLOGIES,C27,UNIV. BOUMERDES,11.64,value,,not_applicable,,not_applicable,51
A02IAN01,AUTOMATIQUE,C27,UNIV. BOUMERDES,15.74,value,,not_applicable,,not_applicable,51
A03LAN01,HYDROCARBURES,C27,UNIV. BOUMERDES,16.12,value,,not_applicable,,not_applicable,51
A05TCL01,GENIE CIVIL,C27,UNIV. BOUMERDES,13.28,value,,not_applicable,,not_applicable,51
A07IAN02,ELECTROMECANIQUE,C27,UNIV. BOUMERDES,15.53,value,,not_applicable,,not_applicable,51
A08TCL01,GENIE DES PROCEDES,C27,UNIV. BOUMERDES,11.67,value,,not_applicable,,not_applicable,52
A16TCL01,ELECTROTECHNIQUE,C27,UNIV. BOUMERDES,12.57,value,,not_applicable,,not_applicable,52
A17LAN01,ELECTRONIQUE (ENSEIGNEMENT EN LANGUE ANGLAISE),C27,UNIV. BOUMERDES,16.85,value,,not_applicable,,not_applicable,52
A19LAN01,GENIE MECANIQUE (INGENIERIE DE CONSTRUCTION AUTOMOBILE),C27,UNIV. BOUMERDES,14.77,value,,not_applicable,,not_applicable,52
A19TCL01,GENIE MECANIQUE,C27,UNIV. BOUMERDES,11.59,value,,not_applicable,,not_applicable,52
B00LAL03,SCIENCES DE LA MATIERE,C27,UNIV. BOUMERDES,,NC,,not_applicable,,not_applicable,52
C01LAL03,INFORMATIQUE,C27,UNIV. BOUMERDES,13.99,value,14.69,value,,not_applicable,52
C02LAL03,MATHEMATIQUES,C27,UNIV. BOUMERDES,,NC,,NC,,not_applicable,52
C03FPN01,MATHEMATIQUES APPLIQUEES (FORMATIONS PROFESSIONNALISANTES),C27,UNIV. BOUMERDES,11.64,value,12.12,value,,not_applicable,52
D00LAL04,SCIENCES DE LA NATURE ET DE LA VIE,C27,UNIV. BOUMERDES,10.8,value,11.88,value,,not_applicable,52
D03TCL01,SCIENCES AGRONOMIQUES,C27,UNIV. BOUMERDES,,NC,,NC,,not_applicable,52
F00LAL04,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",C27,UNIV. BOUMERDES,10.31,value,11.45,value,12.6,value,52
G01LAL01,SCIENCES POLITIQUES,C27,UNIV. BOUMERDES,,NC,,NC,,NC,52
G02LAL01,DROIT,C27,UNIV. BOUMERDES,,NC,,NC,,NC,52
H01LAL01,LANGUE FRANCAISE,C27,UNIV. BOUMERDES,11.0,value,11.29,value,12.07,value,52
H06LAL01,LANGUE ANGLAISE,C27,UNIV. BOUMERDES,12.6,value,13.43,value,14.35,value,52
L00LAL02,LANGUE ET LITTERATURE ARABES,C27,UNIV. BOUMERDES,10.33,value,11.13,value,,not_applicable,52
A11TPN03,OPTIQUE ET MECANIQUE DE PRECISION (FORMATIONS PROFESSIONNALISANTES),W80,UNIV. BOUMERDES I.S.T.A,13.71,value,14.38,value,,not_applicable,52
A00LAL03,SCIENCES ET TECHNOLOGIES,E02,UNIV. EL TARF,10.66,value,,not_applicable,,not_applicable,52
B00LAL02,SCIENCES DE LA MATIERE,E02,UNIV. EL TARF,10.28,value,,not_applicable,,not_applicable,52
C01LAL03,INFORMATIQUE,E02,UNIV. EL TARF,11.21,value,11.15,value,,not_applicable,52
C02LAL03,MATHEMATIQUES,E02,UNIV. EL TARF,,NC,,NC,,not_applicable,52
D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,E02,UNIV. EL TARF,11.12,value,11.98,value,,not_applicable,53
D03TCL01,SCIENCES AGRONOMIQUES,E02,UNIV. EL TARF,10.1,value,10.81,value,,not_applicable,53
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",E02,UNIV. EL TARF,10.21,value,11.37,value,12.81,value,53
G02LAL01,DROIT,E02,UNIV. EL TARF,10.25,value,10.95,value,11.7,value,53
H01LAL03,LANGUE FRANCAISE,E02,UNIV. EL TARF,,NC,,NC,,NC,53
H06LAL01,LANGUE ANGLAISE,E02,UNIV. EL TARF,12.13,value,12.96,value,13.74,value,53
I17LAL01,SCIENCES HUMAINES,E02,UNIV. EL TARF,,NC,,NC,,not_applicable,53
I19LAL02,SCIENCES SOCIALES,E02,UNIV. EL TARF,10.12,value,10.9,value,,not_applicable,53
L00LAL02,LANGUE ET LITTERATURE ARABES,E02,UNIV. EL TARF,,NC,,NC,,not_applicable,53
P04VAL01,SCIENCES VETERINAIRES,E02,UNIV. EL TARF,13.3,value,,none_assigned,,not_applicable,53
A00LAL05,SCIENCES ET TECHNOLOGIES,U27,C. UNIV. TINDOUF,,NC,,not_applicable,,not_applicable,53
C01LAL01,INFORMATIQUE,U27,C. UNIV. TINDOUF,,NC,,NC,,not_applicable,53
E03LAL01,GEOLOGIE,U27,C. UNIV. TINDOUF,,NC,,NC,,not_applicable,53
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",U27,C. UNIV. TINDOUF,,NC,,NC,,NC,53
G02LAL01,DROIT,U27,C. UNIV. TINDOUF,,NC,,NC,,NC,53
